"Campaign name",Age,Gender,Day,Reach,Impressions,Frequency,"Amount spent (USD)","Attribution setting","Clicks (all)","CTR (all)","Reporting starts","Reporting ends"
"AM 590 WOW",65+,unknown,2026-07-23,4,4,1,0.05,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"AM 590 WOW",55-64,female,2026-07-23,60,64,1.06666667,0.82,"7-day click or 1-day view",6,9.375,2026-07-23,2026-07-23
"AM 590 WOW",55-64,male,2026-07-23,490,554,1.13061224,5.43,"7-day click or 1-day view",47,8.48375451,2026-07-23,2026-07-23
"AM 590 WOW",45-54,male,2026-07-23,356,403,1.13202247,3.97,"7-day click or 1-day view",22,5.45905707,2026-07-23,2026-07-23
"AM 590 WOW",65+,male,2026-07-23,526,624,1.18631179,7.61,"7-day click or 1-day view",59,9.45512821,2026-07-23,2026-07-23
"AM 590 WOW",65+,female,2026-07-23,133,145,1.09022556,1.78,"7-day click or 1-day view",10,6.89655172,2026-07-23,2026-07-23
"AM 590 WOW",25-34,male,2026-07-23,38,42,1.10526316,0.45,"7-day click or 1-day view",7,16.66666667,2026-07-23,2026-07-23
"AM 590 WOW",35-44,male,2026-07-23,176,187,1.0625,1.68,"7-day click or 1-day view",8,4.27807487,2026-07-23,2026-07-23
"AM 590 WOW",45-54,female,2026-07-23,28,28,1,0.2,"7-day click or 1-day view",3,10.71428571,2026-07-23,2026-07-23
"AM 590 WOW",55-64,unknown,2026-07-23,2,2,1,0.01,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Great Plains State Bank",25-34,unknown,2026-07-23,1,2,2,0.02,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Great Plains State Bank",35-44,male,2026-07-23,41,106,2.58536585,1.07,"7-day click or 1-day view",1,0.94339623,2026-07-23,2026-07-23
"Great Plains State Bank",65+,unknown,2026-07-23,2,2,1,0.03,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Great Plains State Bank",25-34,female,2026-07-23,39,109,2.79487179,0.73,"7-day click or 1-day view",2,1.83486239,2026-07-23,2026-07-23
"Great Plains State Bank",55-64,male,2026-07-23,33,86,2.60606061,0.96,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Great Plains State Bank",18-24,male,2026-07-23,31,90,2.90322581,0.97,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Great Plains State Bank",55-64,female,2026-07-23,43,85,1.97674419,1.07,"7-day click or 1-day view",3,3.52941176,2026-07-23,2026-07-23
"Great Plains State Bank",65+,male,2026-07-23,51,146,2.8627451,3.39,"7-day click or 1-day view",5,3.42465753,2026-07-23,2026-07-23
"Great Plains State Bank",45-54,male,2026-07-23,35,102,2.91428571,0.7,"7-day click or 1-day view",2,1.96078431,2026-07-23,2026-07-23
"Great Plains State Bank",65+,female,2026-07-23,76,262,3.44736842,3.33,"7-day click or 1-day view",6,2.29007634,2026-07-23,2026-07-23
"Great Plains State Bank",25-34,male,2026-07-23,54,119,2.2037037,1.17,"7-day click or 1-day view",3,2.5210084,2026-07-23,2026-07-23
"Great Plains State Bank",45-54,female,2026-07-23,32,47,1.46875,1.01,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Great Plains State Bank",35-44,female,2026-07-23,27,69,2.55555556,0.67,"7-day click or 1-day view",1,1.44927536,2026-07-23,2026-07-23
"Great Plains State Bank",18-24,female,2026-07-23,14,30,2.14285714,0.21,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Cubby's Bennington",35-44,female,2026-07-23,55,62,1.12727273,0.44019298,"7-day click or 1-day view",1,1.61290323,2026-07-23,2026-07-23
"Square Donut",25-34,unknown,2026-07-23,10,10,1,0.08,"7-day click or 1-day view",1,10,2026-07-23,2026-07-23
"Cubby's Bennington",45-54,female,2026-07-23,77,82,1.06493506,0.76033333,"7-day click or 1-day view",3,3.65853659,2026-07-23,2026-07-23
"Mangelsens 2026",18-24,female,2026-07-23,56,60,1.07142857,0.57,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Godfather’s N 30th",55-64,male,2026-07-23,356,402,1.12921348,2.94,"7-day click or 1-day view",22,5.47263682,2026-07-23,2026-07-23
"Godfather’s N 30th",45-54,male,2026-07-23,184,200,1.08695652,1.04,"7-day click or 1-day view",11,5.5,2026-07-23,2026-07-23
"Godfather’s N 30th",65+,unknown,2026-07-23,8,10,1.25,0.09,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Godfather’s N 30th",55-64,female,2026-07-23,206,220,1.06796117,2.06,"7-day click or 1-day view",11,5,2026-07-23,2026-07-23
"Godfather’s N 30th",65+,female,2026-07-23,327,367,1.12232416,3.61,"7-day click or 1-day view",39,10.626703,2026-07-23,2026-07-23
"Godfather’s N 30th",65+,male,2026-07-23,331,374,1.12990937,3.44,"7-day click or 1-day view",23,6.14973262,2026-07-23,2026-07-23
"Godfather’s N 30th",35-44,female,2026-07-23,49,51,1.04081633,0.35,"7-day click or 1-day view",1,1.96078431,2026-07-23,2026-07-23
"Godfather’s N 30th",35-44,male,2026-07-23,103,109,1.05825243,0.61,"7-day click or 1-day view",6,5.50458716,2026-07-23,2026-07-23
"Godfather’s N 30th",25-34,male,2026-07-23,53,56,1.05660377,0.25,"7-day click or 1-day view",1,1.78571429,2026-07-23,2026-07-23
"Godfather’s N 30th",25-34,female,2026-07-23,23,23,1,0.17,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Godfather’s N 30th",18-24,male,2026-07-23,18,18,1,0.14,"7-day click or 1-day view",1,5.55555556,2026-07-23,2026-07-23
"Godfather’s N 30th",45-54,unknown,2026-07-23,3,3,1,0.01,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Mangelsens 2026",18-24,male,2026-07-23,43,43,1,0.29,"7-day click or 1-day view",3,6.97674419,2026-07-23,2026-07-23
"Godfather’s N 30th",55-64,unknown,2026-07-23,5,5,1,0.04,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Mangelsens 2026",25-34,male,2026-07-23,398,474,1.19095477,4.38,"7-day click or 1-day view",8,1.68776371,2026-07-23,2026-07-23
"Mangelsens 2026",35-44,male,2026-07-23,321,390,1.21495327,2.87,"7-day click or 1-day view",8,2.05128205,2026-07-23,2026-07-23
"Mangelsens 2026",25-34,female,2026-07-23,272,304,1.11764706,2.76,"7-day click or 1-day view",12,3.94736842,2026-07-23,2026-07-23
"Mangelsens 2026",35-44,female,2026-07-23,205,232,1.13170732,2.15,"7-day click or 1-day view",9,3.87931034,2026-07-23,2026-07-23
"Mangelsens 2026",25-34,unknown,2026-07-23,5,5,1,0.04,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Mangelsens 2026",35-44,unknown,2026-07-23,3,4,1.33333333,0.04,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"No Name Nutrition",18-24,male,2026-07-23,2,3,1.5,0.0099934,"7-day click or 1-day view",1,33.33333333,2026-07-23,2026-07-23
"No Name Nutrition",55-64,unknown,2026-07-23,3,3,1,0.0299802,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"No Name Nutrition",25-34,unknown,2026-07-23,1,1,1,0.0099934,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"No Name Nutrition",45-54,unknown,2026-07-23,2,2,1,0.0099934,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"No Name Nutrition",18-24,female,2026-07-23,6,6,1,0.0199868,"7-day click or 1-day view",1,16.66666667,2026-07-23,2026-07-23
"Cubby's Bennington",18-24,male,2026-07-23,39,41,1.05128205,0.33014474,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Godfather’s N 30th",45-54,female,2026-07-23,101,104,1.02970297,0.77,"7-day click or 1-day view",8,7.69230769,2026-07-23,2026-07-23
"Godfather’s N 30th",35-44,unknown,2026-07-23,1,2,2,0,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Godfather’s N 30th",18-24,female,2026-07-23,3,3,1,0.01,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Three River Health Department - Cancer",65+,male,2026-07-23,53,64,1.20754717,0.68,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Godfather’s N 30th",25-34,unknown,2026-07-23,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Cubby's Bennington",45-54,unknown,2026-07-23,2,2,1,0.01000439,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Cubby's Bennington",18-24,unknown,2026-07-23,1,1,1,0.01000439,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Three River Health Department - Cancer",45-54,unknown,2026-07-23,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Three River Health Department - Cancer",35-44,unknown,2026-07-23,2,3,1.5,0.04,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Three River Health Department - Cancer",65+,unknown,2026-07-23,3,3,1,0.08,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Three River Health Department - Cancer",55-64,female,2026-07-23,135,168,1.24444444,2.83,"7-day click or 1-day view",10,5.95238095,2026-07-23,2026-07-23
"Three River Health Department - Cancer",65+,female,2026-07-23,184,218,1.18478261,4.94,"7-day click or 1-day view",7,3.21100917,2026-07-23,2026-07-23
"Three River Health Department - Cancer",45-54,female,2026-07-23,128,185,1.4453125,2.19,"7-day click or 1-day view",6,3.24324324,2026-07-23,2026-07-23
"Three River Health Department - Cancer",35-44,male,2026-07-23,97,122,1.25773196,1.18,"7-day click or 1-day view",2,1.63934426,2026-07-23,2026-07-23
"Three River Health Department - Cancer",35-44,female,2026-07-23,147,204,1.3877551,2.18,"7-day click or 1-day view",8,3.92156863,2026-07-23,2026-07-23
"Three River Health Department - Cancer",45-54,male,2026-07-23,69,82,1.1884058,1.02,"7-day click or 1-day view",2,2.43902439,2026-07-23,2026-07-23
"Cubby's Bennington",65+,unknown,2026-07-23,5,5,1,0.06002632,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Three River Health Department - Cancer",55-64,male,2026-07-23,61,74,1.21311475,0.97,"7-day click or 1-day view",2,2.7027027,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",45-54,male,2026-07-23,178,203,1.14044944,1.53,"7-day click or 1-day view",7,3.44827586,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",25-34,unknown,2026-07-23,8,9,1.125,0.05,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",45-54,female,2026-07-23,127,141,1.11023622,1.24,"7-day click or 1-day view",7,4.96453901,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",18-24,unknown,2026-07-23,15,16,1.06666667,0.06,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",35-44,male,2026-07-23,224,258,1.15178571,1.85,"7-day click or 1-day view",9,3.48837209,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",18-24,male,2026-07-23,656,703,1.07164634,4.16,"7-day click or 1-day view",20,2.84495021,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",35-44,unknown,2026-07-23,2,2,1,0,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",25-34,female,2026-07-23,151,169,1.1192053,1.19,"7-day click or 1-day view",2,1.18343195,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",25-34,male,2026-07-23,557,627,1.12567325,3.93,"7-day click or 1-day view",19,3.03030303,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",35-44,female,2026-07-23,111,124,1.11711712,0.82,"7-day click or 1-day view",6,4.83870968,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",45-54,unknown,2026-07-23,2,3,1.5,0.01,"7-day click or 1-day view",0,0,2026-07-23,2026-07-23
"Godfather’s Pizza - Saddle Creek",18-24,female,2026-07-23,205,216,1.05365854,1.21,"7-day click or 1-day view",3,1.38888889,2026-07-23,2026-07-23
"Today's Dental - 2026",35-44,male,2026-07-22,142,185,1.3028169,1.25030872,"7-day click or 1-day view",6,3.24324324,2026-07-22,2026-07-22
"Today's Dental - 2026",Unknown,male,2026-07-22,1,1,1,0.01000247,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",65+,unknown,2026-07-22,5,10,2,0.14003458,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",45-54,unknown,2026-07-22,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",25-34,male,2026-07-22,125,158,1.264,1.22030131,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",55-64,male,2026-07-22,291,443,1.52233677,3.16078044,"7-day click or 1-day view",4,0.90293454,2026-07-22,2026-07-22
"Today's Dental - 2026",45-54,male,2026-07-22,206,250,1.21359223,1.73042727,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",18-24,male,2026-07-22,77,98,1.27272727,0.660163,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",55-64,female,2026-07-22,468,610,1.3034188,6.78167449,"7-day click or 1-day view",11,1.80327869,2026-07-22,2026-07-22
"Today's Dental - 2026",18-24,female,2026-07-22,76,101,1.32894737,0.83020499,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",25-34,female,2026-07-22,163,196,1.20245399,1.75043221,"7-day click or 1-day view",5,2.55102041,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",35-44,male,2026-07-22,23,23,1,0.2,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",25-34,unknown,2026-07-22,1,1,1,0.01000247,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",65+,male,2026-07-22,108,126,1.16666667,1.16,"7-day click or 1-day view",3,2.38095238,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",35-44,female,2026-07-22,25,26,1.04,0.23,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",55-64,unknown,2026-07-22,2,2,1,0.01,"7-day click or 1-day view",1,50,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",25-34,female,2026-07-22,7,7,1,0.23,"7-day click or 1-day view",1,14.28571429,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",55-64,male,2026-07-22,36,42,1.16666667,0.28,"7-day click or 1-day view",1,2.38095238,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",45-54,female,2026-07-22,22,24,1.09090909,0.21,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",65+,female,2026-07-22,260,292,1.12307692,4.76,"7-day click or 1-day view",9,3.08219178,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",18-24,male,2026-07-22,67,70,1.04477612,0.43,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",25-34,male,2026-07-22,47,53,1.12765957,1.02,"7-day click or 1-day view",4,7.54716981,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",45-54,male,2026-07-22,22,23,1.04545455,0.12,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",55-64,female,2026-07-22,58,60,1.03448276,0.68,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",18-24,female,2026-07-22,7,7,1,0.05,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Catholic Cemeteries 2026",65+,unknown,2026-07-22,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",65+,female,2026-07-22,556,830,1.49280576,12.01296616,"7-day click or 1-day view",22,2.65060241,2026-07-22,2026-07-22
"Today's Dental - 2026",65+,male,2026-07-22,355,550,1.54929577,5.55137071,"7-day click or 1-day view",7,1.27272727,2026-07-22,2026-07-22
"No Name Nutrition",25-34,male,2026-07-22,24,25,1.04166667,0.07005364,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",35-44,female,2026-07-22,202,253,1.25247525,2.14052853,"7-day click or 1-day view",7,2.76679842,2026-07-22,2026-07-22
"Controlled Comfort",25-34,female,2026-07-22,166,183,1.10240964,0.89,"7-day click or 1-day view",3,1.63934426,2026-07-22,2026-07-22
"No Name Nutrition",45-54,female,2026-07-22,214,244,1.14018692,1.38105747,"7-day click or 1-day view",5,2.04918033,2026-07-22,2026-07-22
"No Name Nutrition",65+,unknown,2026-07-22,4,4,1,0.02001533,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"No Name Nutrition",55-64,female,2026-07-22,387,440,1.1369509,2.6920613,"7-day click or 1-day view",33,7.5,2026-07-22,2026-07-22
"No Name Nutrition",65+,male,2026-07-22,319,357,1.11912226,1.4811341,"7-day click or 1-day view",5,1.40056022,2026-07-22,2026-07-22
"Jill of all Trades",45-54,unknown,2026-07-22,3,3,1,0.01002222,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"No Name Nutrition",25-34,female,2026-07-22,55,60,1.09090909,0.32024521,"7-day click or 1-day view",1,1.66666667,2026-07-22,2026-07-22
"No Name Nutrition",18-24,male,2026-07-22,6,6,1,0.07005364,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"No Name Nutrition",45-54,unknown,2026-07-22,4,4,1,0.02001533,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Controlled Comfort",45-54,unknown,2026-07-22,5,7,1.4,0.04,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Controlled Comfort",55-64,unknown,2026-07-22,4,6,1.5,0.03,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Controlled Comfort",55-64,female,2026-07-22,353,382,1.08215297,2.96,"7-day click or 1-day view",9,2.35602094,2026-07-22,2026-07-22
"Controlled Comfort",55-64,male,2026-07-22,337,396,1.17507418,3.56,"7-day click or 1-day view",11,2.77777778,2026-07-22,2026-07-22
"Controlled Comfort",35-44,female,2026-07-22,273,296,1.08424908,1.51,"7-day click or 1-day view",4,1.35135135,2026-07-22,2026-07-22
"Today's Dental - 2026",45-54,female,2026-07-22,285,382,1.34035088,3.19078785,"7-day click or 1-day view",6,1.57068063,2026-07-22,2026-07-22
"Controlled Comfort",65+,female,2026-07-22,743,817,1.09959623,9.54,"7-day click or 1-day view",18,2.20318237,2026-07-22,2026-07-22
"Controlled Comfort",65+,male,2026-07-22,534,618,1.15730337,5.82,"7-day click or 1-day view",13,2.10355987,2026-07-22,2026-07-22
"Controlled Comfort",45-54,male,2026-07-22,355,399,1.12394366,2.46,"7-day click or 1-day view",4,1.00250627,2026-07-22,2026-07-22
"Controlled Comfort",35-44,male,2026-07-22,350,387,1.10571429,2.04,"7-day click or 1-day view",7,1.80878553,2026-07-22,2026-07-22
"Controlled Comfort",45-54,female,2026-07-22,268,284,1.05970149,2.15,"7-day click or 1-day view",5,1.76056338,2026-07-22,2026-07-22
"Controlled Comfort",25-34,male,2026-07-22,222,239,1.07657658,1.33,"7-day click or 1-day view",1,0.41841004,2026-07-22,2026-07-22
"Controlled Comfort",35-44,unknown,2026-07-22,7,7,1,0.02,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Controlled Comfort",65+,unknown,2026-07-22,13,17,1.30769231,0.13,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Controlled Comfort",25-34,unknown,2026-07-22,2,2,1,0.03,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",35-44,unknown,2026-07-22,1,1,1,0.02000494,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",18-24,unknown,2026-07-22,2,8,4,0.02000494,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Today's Dental - 2026",55-64,unknown,2026-07-22,6,6,1,0.02000494,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Jill of all Trades",35-44,unknown,2026-07-22,2,2,1,0.01002222,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Boomer - Traffic",65+,unknown,2026-07-22,8,11,1.375,0.03,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Jill of all Trades",18-24,unknown,2026-07-22,7,7,1,0.05011111,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Superior Honda",65+,female,2026-07-22,191,542,2.83769634,5.44680913,"7-day click or 1-day view",12,2.21402214,2026-07-22,2026-07-22
"Superior Honda",25-34,unknown,2026-07-22,2,2,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Superior Honda",18-24,female,2026-07-22,3,3,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Superior Honda",18-24,unknown,2026-07-22,2,18,9,0.17989461,"7-day click or 1-day view",1,5.55555556,2026-07-22,2026-07-22
"Superior Honda",45-54,female,2026-07-22,54,107,1.98148148,0.81951991,"7-day click or 1-day view",2,1.86915888,2026-07-22,2026-07-22
"Superior Honda",25-34,female,2026-07-22,29,35,1.20689655,0.28983021,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Superior Honda",35-44,female,2026-07-22,55,92,1.67272727,0.66960773,"7-day click or 1-day view",2,2.17391304,2026-07-22,2026-07-22
"Superior Honda",18-24,male,2026-07-22,7,12,1.71428571,0.07995316,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Superior Honda",35-44,male,2026-07-22,93,119,1.27956989,0.85949649,"7-day click or 1-day view",1,0.84033613,2026-07-22,2026-07-22
"Superior Honda",55-64,female,2026-07-22,82,171,2.08536585,2.59847775,"7-day click or 1-day view",4,2.33918129,2026-07-22,2026-07-22
"Superior Honda",45-54,male,2026-07-22,65,88,1.35384615,0.69959016,"7-day click or 1-day view",6,6.81818182,2026-07-22,2026-07-22
"Superior Honda",45-54,unknown,2026-07-22,2,3,1.5,0.01998829,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Superior Honda",55-64,male,2026-07-22,89,177,1.98876404,1.83892272,"7-day click or 1-day view",8,4.51977401,2026-07-22,2026-07-22
"Superior Honda",25-34,male,2026-07-22,55,82,1.49090909,0.43974239,"7-day click or 1-day view",1,1.2195122,2026-07-22,2026-07-22
Cubbys,55-64,unknown,2026-07-22,1,1,1,0.01002706,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Superior Honda",65+,male,2026-07-22,99,196,1.97979798,3.1181733,"7-day click or 1-day view",15,7.65306122,2026-07-22,2026-07-22
"Superior Honda",35-44,unknown,2026-07-22,1,1,1,0.00999415,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Boomer - Traffic",55-64,unknown,2026-07-22,2,4,2,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Boomer - Traffic",35-44,female,2026-07-22,14,85,6.07142857,0.03,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Boomer - Traffic",55-64,male,2026-07-22,99,531,5.36363636,0.45,"7-day click or 1-day view",4,0.75329567,2026-07-22,2026-07-22
"Boomer - Traffic",55-64,female,2026-07-22,153,423,2.76470588,1.02,"7-day click or 1-day view",6,1.41843972,2026-07-22,2026-07-22
"Boomer - Traffic",65+,female,2026-07-22,607,2305,3.79736409,4.65,"7-day click or 1-day view",16,0.69414317,2026-07-22,2026-07-22
"Boomer - Traffic",65+,male,2026-07-22,240,1252,5.21666667,2.06,"7-day click or 1-day view",13,1.03833866,2026-07-22,2026-07-22
"Boomer - Traffic",45-54,male,2026-07-22,56,145,2.58928571,0.18,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Boomer - Traffic",45-54,female,2026-07-22,56,156,2.78571429,0.17,"7-day click or 1-day view",1,0.64102564,2026-07-22,2026-07-22
"Boomer - Traffic",35-44,male,2026-07-22,15,29,1.93333333,0.23,"7-day click or 1-day view",2,6.89655172,2026-07-22,2026-07-22
"No Name Nutrition",45-54,male,2026-07-22,139,152,1.09352518,0.49037548,"7-day click or 1-day view",1,0.65789474,2026-07-22,2026-07-22
Cubbys,65+,unknown,2026-07-22,5,6,1.2,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
Cubbys,35-44,female,2026-07-22,88,143,1.625,0.12032476,"7-day click or 1-day view",4,2.7972028,2026-07-22,2026-07-22
"Jill of all Trades",25-34,unknown,2026-07-22,2,4,2,0.02004444,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Jill of all Trades",65+,unknown,2026-07-22,3,3,1,0.03006667,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Jill of all Trades",25-34,female,2026-07-22,66,71,1.07575758,0.38084444,"7-day click or 1-day view",2,2.81690141,2026-07-22,2026-07-22
"Jill of all Trades",35-44,male,2026-07-22,179,196,1.09497207,0.97215556,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Jill of all Trades",45-54,male,2026-07-22,137,151,1.10218978,0.88195556,"7-day click or 1-day view",3,1.98675497,2026-07-22,2026-07-22
"Jill of all Trades",35-44,female,2026-07-22,116,129,1.11206897,0.97215556,"7-day click or 1-day view",2,1.5503876,2026-07-22,2026-07-22
"Jill of all Trades",55-64,male,2026-07-22,128,140,1.09375,0.95211111,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
"Jill of all Trades",65+,female,2026-07-22,337,397,1.17804154,5.97324444,"7-day click or 1-day view",7,1.76322418,2026-07-22,2026-07-22
"Jill of all Trades",25-34,male,2026-07-22,166,177,1.06626506,1.03228889,"7-day click or 1-day view",5,2.82485876,2026-07-22,2026-07-22
"Jill of all Trades",18-24,male,2026-07-22,254,273,1.07480315,1.65366667,"7-day click or 1-day view",6,2.1978022,2026-07-22,2026-07-22
"Jill of all Trades",65+,male,2026-07-22,200,244,1.22,2.71602222,"7-day click or 1-day view",4,1.63934426,2026-07-22,2026-07-22
"Jill of all Trades",18-24,female,2026-07-22,62,66,1.06451613,0.451,"7-day click or 1-day view",1,1.51515152,2026-07-22,2026-07-22
"Jill of all Trades",45-54,female,2026-07-22,117,132,1.12820513,0.902,"7-day click or 1-day view",5,3.78787879,2026-07-22,2026-07-22
"Jill of all Trades",55-64,female,2026-07-22,126,137,1.08730159,1.03228889,"7-day click or 1-day view",3,2.18978102,2026-07-22,2026-07-22
"Jill of all Trades",55-64,unknown,2026-07-22,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
Cubbys,35-44,male,2026-07-22,101,131,1.2970297,0.28075778,"7-day click or 1-day view",2,1.52671756,2026-07-22,2026-07-22
Cubbys,35-44,unknown,2026-07-22,2,2,1,0.01002706,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
Cubbys,25-34,unknown,2026-07-22,3,3,1,0,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
Cubbys,18-24,female,2026-07-22,27,67,2.48148148,0.03008119,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
Cubbys,25-34,female,2026-07-22,55,126,2.29090909,0.17046008,"7-day click or 1-day view",2,1.58730159,2026-07-22,2026-07-22
Cubbys,55-64,male,2026-07-22,172,202,1.1744186,0.86232747,"7-day click or 1-day view",4,1.98019802,2026-07-22,2026-07-22
Cubbys,65+,female,2026-07-22,552,837,1.51630435,2.47668471,"7-day click or 1-day view",27,3.22580645,2026-07-22,2026-07-22
Cubbys,55-64,female,2026-07-22,204,336,1.64705882,0.75202977,"7-day click or 1-day view",13,3.86904762,2026-07-22,2026-07-22
Cubbys,18-24,male,2026-07-22,31,32,1.03225806,0.13035183,"7-day click or 1-day view",0,0,2026-07-22,2026-07-22
Cubbys,25-34,male,2026-07-22,101,133,1.31683168,0.30081191,"7-day click or 1-day view",1,0.7518797,2026-07-22,2026-07-22
